player_name,death_sr_overall,sr_vs_ra_fast,sr_vs_la_fast,sr_vs_ra_off_spin,sr_vs_ra_leg_spin,sr_vs_la_spin,sr_vs_la_chinaman
K Nestor,101.72,101.72,101.72,101.72,101.72,101.72,101.72
LA Collado,61.54,61.54,61.54,61.54,61.54,61.54,61.54
Zohaib Sarwar,154.76,154.76,154.76,154.76,154.76,154.76,154.76
MO Bacarese,71.43,71.43,71.43,71.43,71.43,71.43,71.43
JD Freyone,103.7,103.7,103.7,103.7,103.7,103.7,103.7
R Panchal,67.74,67.74,67.74,67.74,67.74,67.74,67.74
Yasir Ali,89.19,89.19,89.19,89.19,89.19,89.19,89.19
Kuldeep Lal,90.91,87.5,90.91,90.91,90.91,90.91,100.0
Awais Ahmed,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Tauqeer Hussain,60.0,60.0,60.0,60.0,60.0,60.0,60.0
P Buccimazza,8.33,8.33,8.33,8.33,8.33,8.33,8.33
PADLR Sandakan,65.62,65.52,65.62,65.62,66.67,65.62,65.62
AR Gandhi,50.0,50.0,50.0,50.0,50.0,50.0,50.0
EB Ringera,61.54,61.54,61.54,61.54,61.54,61.54,61.54
N Advani,30.0,30.0,30.0,30.0,30.0,30.0,30.0
JA Fitzgerald,152.9,152.9,152.9,152.9,152.9,152.9,152.9
MD Garratt,8.33,8.33,8.33,8.33,8.33,8.33,8.33
A Orfila,20.0,20.0,20.0,20.0,20.0,20.0,20.0
Atif Mehmood,104.76,104.76,104.76,104.76,104.76,104.76,104.76
JL Denly,130.36,127.91,138.46,130.36,130.36,130.36,130.36
JM Vince,120.0,126.32,120.0,120.0,120.0,0.0,120.0
SJ Baard,176.67,176.67,176.67,176.67,176.67,176.67,176.67
S Dube,149.35,151.45,100.0,149.35,75.0,166.67,150.0
L Gregory,115.0,137.5,0.0,115.0,115.0,33.33,115.0
S Mahmood,74.47,80.0,75.0,74.47,0.0,74.47,74.47
SM Curran,131.18,133.15,0.0,100.0,100.0,0.0,131.18
DJ Malan,175.94,163.72,277.78,175.94,266.67,160.0,175.94
BM Tickner,60.0,66.67,60.0,60.0,60.0,33.33,60.0
Aminul Islam,83.33,91.18,42.86,83.33,100.0,83.33,83.33
Mohammad Naim,108.7,109.52,108.7,100.0,108.7,108.7,108.7
S Tobgay,75.0,75.0,75.0,75.0,75.0,75.0,75.0
RM Dorji,111.63,111.63,111.63,111.63,111.63,111.63,111.63
U Dorji,94.12,94.12,94.12,94.12,94.12,94.12,94.12
T Jamtsho,113.89,116.18,113.89,113.89,75.0,113.89,113.89
S Chophel,61.54,54.55,61.54,61.54,100.0,61.54,61.54
DL Chahar,218.75,218.75,218.75,218.75,218.75,218.75,218.75
K Pierre,69.57,69.57,69.57,69.57,69.57,69.57,69.57
KOK Williams,112.5,133.33,112.5,112.5,112.5,50.0,112.5
Mohamed Azzam,92.19,92.19,92.19,92.19,92.19,92.19,92.19
Mohamed Mahfooz,55.56,55.56,55.56,55.56,55.56,55.56,55.56
L Shafeeg,85.45,85.45,85.45,85.45,85.45,85.45,85.45
Nazwan Ismail,40.0,40.0,40.0,40.0,40.0,40.0,40.0
P Sarraf,112.5,112.5,112.5,112.5,112.5,112.5,112.5
HE van der Dussen,178.63,175.59,200.0,178.63,240.0,178.63,178.63
DC Smith,78.26,78.26,78.26,78.26,78.26,78.26,78.26
MP Biddappa,81.48,81.48,81.48,81.48,81.48,81.48,81.48
GR Russ,102.44,102.44,102.44,102.44,102.44,102.44,102.44
A Vala,128.57,128.57,128.57,128.57,128.57,128.57,128.57
TP Ura,229.79,229.79,229.79,229.79,229.79,229.79,229.79
CP Rizwan,146.55,146.55,146.55,146.55,146.55,146.55,146.55
SR Taylor,217.65,217.65,217.65,217.65,217.65,217.65,217.65
FA Allen,162.02,171.93,150.0,162.02,33.33,0.0,0.0
PSP Handscomb,94.74,94.44,94.74,94.74,100.0,94.74,94.74
SN Thakur,193.33,214.81,0.0,193.33,193.33,193.33,193.33
CBRLS Kumara,90.91,90.91,90.91,90.91,90.91,90.91,90.91
H Klaasen,141.83,143.94,76.92,50.0,375.0,141.83,141.83
Hussain Talat,110.64,110.64,110.64,110.64,110.64,110.64,110.64
SE Rutherford,173.33,182.8,100.0,25.0,55.56,200.0,173.33
BJ McCarthy,131.43,125.48,200.0,131.43,131.43,50.0,200.0
TL Seifert,135.51,133.33,144.44,0.0,280.0,20.0,135.51
YS Chahal,46.15,46.15,46.15,46.15,46.15,46.15,46.15
SC Kuggeleijn,218.75,206.9,333.33,218.75,218.75,218.75,218.75
IS Sodhi,113.9,116.96,110.0,40.0,0.0,113.9,113.9
JT Smuts,133.33,133.33,133.33,133.33,133.33,133.33,133.33
BC Fortuin,95.77,85.25,160.0,95.77,95.77,95.77,95.77
AT Carey,109.86,110.29,100.0,109.86,109.86,109.86,109.86
Khizar Hayat,89.21,89.21,89.21,89.21,89.21,89.21,89.21
PJ van Biljon,130.0,114.29,166.67,130.0,130.0,130.0,130.0
Hamed Khan,76.92,76.92,76.92,76.92,76.92,76.92,76.92
Ibrahim Rizan,74.59,74.59,74.59,74.59,74.59,74.59,74.59
V Aravind,156.0,156.0,156.0,156.0,156.0,156.0,156.0
Muhammad Naeem,123.4,123.4,123.4,123.4,123.4,123.4,123.4
Adil Butt,160.87,160.87,160.87,160.87,160.87,160.87,160.87
T Shamsi,26.32,25.0,33.33,26.32,26.32,26.32,26.32
Gayan Munaweera,128.57,128.57,128.57,128.57,128.57,128.57,128.57
Mohammed Nadeem,54.55,54.55,54.55,54.55,54.55,54.55,54.55
Navid Balouch,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Yousef Shadzehisarjou,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Mohammad Amin,124.0,124.0,124.0,124.0,124.0,124.0,124.0
Usman Patel,158.06,158.06,158.06,158.06,158.06,158.06,158.06
Aphsal Ashraf,264.71,264.71,264.71,264.71,264.71,264.71,264.71
Imran Anwar,112.59,112.59,112.59,112.59,112.59,112.59,112.59
U Aryaman Sunil,127.45,127.45,127.45,127.45,127.45,127.45,127.45
P Suanchuai,55.17,55.17,55.17,55.17,55.17,55.17,55.17
N Senamontree,58.68,58.68,58.68,58.68,58.68,58.68,58.68
Vichanath Singh,38.89,38.89,38.89,38.89,38.89,38.89,38.89
S Desungnoen,57.58,57.58,57.58,57.58,57.58,57.58,57.58
HJ Jordaan,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Robert Raina,153.57,153.57,153.57,153.57,153.57,153.57,153.57
H Singh,148.68,152.78,148.68,148.68,148.68,148.68,75.0
D Klein,142.17,138.67,142.17,142.17,142.17,142.17,175.0
MJ Richardson,147.06,135.71,147.06,147.06,147.06,147.06,200.0
J Perman,110.26,60.0,110.26,110.26,110.26,110.26,277.78
C Munoz-Mills,140.43,140.43,140.43,140.43,140.43,140.43,140.43
W Madhevere,147.92,143.48,147.92,147.92,147.92,250.0,147.92
CT Mumba,108.57,108.57,108.57,108.57,108.57,108.57,108.57
Shaheen Shah Afridi,127.93,125.32,187.5,127.93,0.0,300.0,87.5
CJ Dala,93.33,93.33,93.33,93.33,93.33,93.33,93.33
L Sipamla,73.33,60.0,100.0,73.33,73.33,73.33,73.33
UT Yadav,70.0,70.0,70.0,70.0,70.0,70.0,70.0
DJM Short,104.55,115.79,33.33,104.55,104.55,104.55,104.55
Jay Odedra,110.71,110.71,110.71,110.71,110.71,110.71,110.71
Ariful Haque,100.0,100.0,100.0,100.0,100.0,100.0,100.0
R Powell,164.27,161.13,196.0,0.0,160.87,200.0,164.27
MA Wood,100.0,80.95,166.67,100.0,100.0,100.0,100.0
AK Kitchen,190.0,190.0,190.0,190.0,190.0,190.0,190.0
BR McDermott,136.67,150.0,83.33,136.67,136.67,136.67,136.67
S Dhawan,160.0,150.0,300.0,160.0,160.0,160.0,100.0
B Stanlake,69.23,69.23,69.23,69.23,69.23,69.23,69.23
LH Ferguson,103.85,119.05,25.0,103.85,100.0,103.85,103.85
Nazmul Islam,72.73,72.73,72.73,72.73,72.73,72.73,72.73
GD Phillips,181.38,174.9,140.0,300.0,350.0,262.5,181.38
TA Blundell,100.0,100.0,100.0,100.0,100.0,100.0,100.0
KW Richardson,91.67,91.67,91.67,91.67,91.67,91.67,91.67
MJ Swepson,129.17,129.17,129.17,129.17,129.17,129.17,129.17
C Jonker,200.0,200.0,200.0,200.0,200.0,200.0,200.0
DE Budge,115.0,115.0,115.0,115.0,115.0,115.0,115.0
WU Tharanga,183.87,183.87,183.87,183.87,183.87,183.87,183.87
Mahedi Hasan,125.71,122.78,125.0,100.0,150.0,125.71,185.71
V Shankar,73.33,73.33,73.33,73.33,73.33,73.33,73.33
JN Mohammed,107.69,109.09,100.0,107.69,107.69,107.69,107.69
OF Smith,146.96,140.45,166.67,146.96,146.96,200.0,100.0
B Mavuta,128.57,128.57,128.57,128.57,128.57,128.57,128.57
Kuldeep Yadav,58.0,59.18,58.0,58.0,58.0,0.0,58.0
BFW de Leede,138.03,138.03,138.03,138.03,138.03,138.03,138.03
TK Musakanda,127.59,127.59,127.59,127.59,127.59,127.59,127.59
B Muzarabani,77.42,71.19,77.42,77.42,77.42,200.0,77.42
J Nyumbu,63.64,63.64,63.64,63.64,63.64,63.64,63.64
Mohammad Nawaz (3),98.41,101.67,98.41,98.41,98.41,98.41,33.33
SF Mire,134.78,134.78,134.78,134.78,134.78,134.78,134.78
SMA Priyanjan,138.89,143.75,138.89,138.89,138.89,138.89,100.0
S Samarawickrama,111.54,116.0,111.54,111.54,0.0,111.54,111.54
A McAuley,70.0,70.0,70.0,70.0,70.0,70.0,70.0
MJ Ansell,75.61,75.61,75.61,75.61,75.61,75.61,75.61
CJ Langford,93.9,93.9,93.9,93.9,93.9,93.9,93.9
JA Burrows,113.33,113.33,113.33,113.33,113.33,113.33,113.33
Shaheryar Butt,165.66,165.66,165.66,165.66,165.66,165.66,165.66
Saber Zakhil,186.59,186.59,186.59,186.59,186.59,186.59,186.59
Murid Ekrami,139.13,139.13,139.13,139.13,139.13,139.13,139.13
Ashiqullah Said,136.36,136.36,136.36,136.36,136.36,136.36,136.36
S Kushretha,66.67,66.67,66.67,66.67,66.67,66.67,66.67
R Heyns,145.45,145.45,145.45,145.45,145.45,145.45,145.45
M Dixit,108.0,108.0,108.0,108.0,108.0,108.0,108.0
M Cope,64.29,64.29,64.29,64.29,64.29,64.29,64.29
WJ Cope,48.15,48.15,48.15,48.15,48.15,48.15,48.15
Wahidullah Usmani,150.0,150.0,150.0,150.0,150.0,150.0,150.0
Khalid Ahmadi,189.58,189.58,189.58,189.58,189.58,189.58,189.58
A Ashokan,168.29,166.67,168.29,200.0,168.29,168.29,168.29
K Mendon,140.91,140.91,140.91,140.91,140.91,140.91,140.91
S Rengarajan,50.0,50.0,50.0,50.0,50.0,50.0,50.0
K Gilham,107.14,107.14,107.14,107.14,107.14,107.14,107.14
J Mees,144.12,144.12,144.12,144.12,144.12,144.12,144.12
V Vijh,139.46,139.46,139.46,139.46,139.46,139.46,139.46
T Whiteman,110.26,110.26,110.26,110.26,110.26,110.26,110.26
T Banton,182.35,182.35,182.35,182.35,182.35,182.35,182.35
KC D'Souza,180.19,180.19,180.19,180.19,180.19,180.19,180.19
Bakhtiar Tahiri,163.64,163.64,163.64,163.64,163.64,163.64,163.64
Asad Ali Rehemtulla,68.0,68.0,68.0,68.0,68.0,68.0,68.0
Aftab Kayani,96.43,96.43,96.43,96.43,96.43,96.43,96.43
P Florin,64.29,64.29,64.29,64.29,64.29,64.29,64.29
Khushdil Shah,128.18,131.73,100.0,128.18,100.0,128.18,50.0
M Faraz Akram,118.97,119.3,118.97,118.97,118.97,100.0,118.97
GF Linde,128.46,122.32,190.91,128.46,128.46,128.46,128.46
DR Sams,188.89,195.24,100.0,100.0,188.89,188.89,188.89
Haris Rauf,107.37,101.15,185.71,100.0,107.37,107.37,107.37
DP Conway,175.41,183.65,150.0,175.41,175.41,50.0,175.41
Usman Qadir,114.81,120.0,114.81,50.0,114.81,114.81,114.81
KA Jamieson,130.0,119.51,266.67,130.0,133.33,130.0,130.0
KNA Bandara,148.78,148.78,148.78,148.78,148.78,148.78,148.78
OC McCoy,103.64,117.78,40.0,103.64,103.64,103.64,103.64
JC Archer,136.0,141.46,111.11,136.0,136.0,136.0,136.0
WA Young,147.06,153.85,147.06,147.06,147.06,125.0,147.06
Shoriful Islam,115.09,109.62,115.09,400.0,115.09,115.09,115.09
Nasum Ahmed,94.34,70.45,66.67,94.34,320.0,94.34,100.0
RB Patel,150.0,150.0,150.0,150.0,150.0,150.0,150.0
DM Nakrani,171.38,171.38,171.38,171.38,171.38,171.38,171.38
F Akankwasa,115.19,115.19,115.19,115.19,115.19,115.19,115.19
JP Kotze,150.72,150.72,150.72,150.72,150.72,150.72,150.72
H Ssenyondo,47.92,47.92,47.92,47.92,47.92,47.92,47.92
SSB Magala,123.08,114.29,133.33,123.08,123.08,123.08,123.08
Haider Ali,125.84,121.95,171.43,125.84,125.84,125.84,125.84
PWA Mulder,127.03,127.03,127.03,127.03,127.03,127.03,127.03
LB Williams,59.09,57.14,62.5,59.09,59.09,59.09,59.09
Kushal Malla,185.71,186.4,185.71,185.71,185.71,185.71,100.0
R Ngarava,123.19,127.27,123.19,50.0,123.19,0.0,123.19
Danish Aziz,92.86,92.86,92.86,92.86,92.86,92.86,92.86
Ainool Hafizs,101.03,101.03,101.03,101.03,101.03,101.03,101.03
K Bhurtel,159.18,159.18,159.18,159.18,159.18,159.18,159.18
Hilal Ahmad,87.5,87.5,87.5,87.5,87.5,87.5,87.5
Mirza Ahsan,201.96,201.96,201.96,201.96,201.96,201.96,201.96
Jaweed Sadran,125.0,125.0,125.0,125.0,125.0,125.0,125.0
Sahel Zadran,134.09,134.09,134.09,134.09,134.09,134.09,134.09
Ali Waqar,40.0,40.0,40.0,40.0,40.0,40.0,40.0
Naveed Ahmed,92.16,92.16,92.16,92.16,92.16,92.16,92.16
SJ Patel,15.38,15.38,15.38,15.38,15.38,15.38,15.38
SMK Waththage,56.25,56.25,56.25,56.25,56.25,56.25,56.25
S Sengupta,96.43,96.43,96.43,96.43,96.43,96.43,96.43
M Simpson-Parker,147.62,147.62,147.62,147.62,147.62,147.62,147.62
Razmal Shigiwal,216.67,216.67,216.67,216.67,216.67,216.67,216.67
J Barker,130.58,130.58,130.58,130.58,130.58,130.58,130.58
S Grover,108.77,108.77,108.77,108.77,108.77,108.77,108.77
Asrar Ahmed,64.29,64.29,64.29,64.29,64.29,64.29,64.29
Syed Amanullah,78.57,78.57,78.57,78.57,78.57,78.57,78.57
D Nikolov,54.55,54.55,54.55,54.55,54.55,54.55,54.55
B Ivanov,59.09,59.09,59.09,59.09,59.09,59.09,59.09
J Albin,84.43,83.05,84.43,125.0,84.43,84.43,84.43
R Satheesan,156.67,156.67,156.67,156.67,156.67,156.67,156.67
V Zimonjic,112.3,112.3,112.3,112.3,112.3,112.3,112.3
M Sarenac,47.73,47.73,47.73,47.73,47.73,47.73,47.73
A Djorovic,69.7,69.7,69.7,69.7,69.7,69.7,69.7
A Nortje,80.65,87.5,100.0,80.65,80.65,80.65,0.0
AK Markram,171.43,176.43,33.33,171.43,175.0,66.67,171.43
AJ Hosein,146.1,141.53,183.33,146.1,176.92,146.1,125.0
Bilal Muhammad,183.54,183.54,183.54,183.54,183.54,183.54,183.54
B Arora,110.57,110.57,110.57,110.57,110.57,110.57,110.57
N Khanna,160.53,160.53,160.53,160.53,160.53,160.53,160.53
Washeem Abbas,121.0,121.0,121.0,121.0,121.0,121.0,121.0
Amar Sharma,109.76,109.76,109.76,109.76,109.76,109.76,109.76
A Bishnoi,61.11,61.11,61.11,61.11,61.11,61.11,61.11
SA Yadav,217.32,224.03,0.0,100.0,180.0,166.67,140.0
Ishan Kishan,177.42,148.28,177.42,177.42,177.42,600.0,177.42
KIC Asalanka,140.17,144.02,57.14,140.17,80.0,166.67,100.0
C Karunaratne,118.88,118.5,120.0,118.88,118.88,118.88,125.0
D Myers,142.86,145.0,142.86,142.86,142.86,100.0,142.86
Shamim Hossain,147.37,147.14,80.0,240.0,147.37,147.37,100.0
CV Varun,20.0,20.0,20.0,20.0,20.0,20.0,20.0
C Sakariya,50.0,50.0,50.0,50.0,50.0,50.0,50.0
JR Hazlewood,104.35,104.55,100.0,104.35,104.35,104.35,104.35
CJ Delany,162.5,162.5,162.5,162.5,162.5,162.5,162.5
L Bruce,125.84,125.84,125.84,125.84,125.84,125.84,125.84
RJ Hatchman,144.64,144.64,144.64,144.64,144.64,144.64,144.64
P Hatchman,83.33,83.33,83.33,83.33,83.33,83.33,83.33
SSM Stanislaus,134.29,134.29,134.29,134.29,134.29,134.29,134.29
VP Thamotharam,175.62,175.62,175.62,175.62,175.62,175.62,175.62
OH Agbomadzie,125.58,125.58,125.58,125.58,125.58,125.58,125.58
MK Anafie,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Devender Singh,122.5,122.5,122.5,122.5,122.5,122.5,122.5
TK Joseph,102.67,102.67,102.67,102.67,102.67,102.67,102.67
W McClintock,100.0,100.0,100.0,100.0,100.0,100.0,100.0
HM Nicholls,145.83,152.38,145.83,145.83,145.83,100.0,145.83
CE McConchie,125.45,129.79,75.0,125.45,125.45,125.0,125.45
Hamza Dar,211.29,211.29,211.29,211.29,211.29,211.29,211.29
DA Blignaut,112.9,112.9,112.9,112.9,112.9,112.9,112.9
Talha Khan,82.35,82.35,82.35,82.35,82.35,82.35,82.35
B Masaba,141.3,144.78,25.0,141.3,141.3,141.3,141.3
Mohameed Taiwo,88.89,88.89,88.89,88.89,88.89,88.89,88.89
M Theekshana,62.6,62.9,57.14,62.6,62.6,62.6,62.6
O Olaleye,117.5,117.5,117.5,117.5,117.5,117.5,117.5
Mustapha Yusuf,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Saud Islam,142.86,142.86,142.86,142.86,142.86,142.86,142.86
F Achelam,115.49,117.39,50.0,115.49,115.49,115.49,115.49
P Aho,121.77,121.77,121.77,121.77,121.77,121.77,121.77
M Vaik,58.33,58.33,58.33,58.33,58.33,58.33,58.33
MMR Obili,69.57,69.57,69.57,69.57,69.57,69.57,69.57
Moshiur Rahman,35.29,35.29,35.29,35.29,35.29,35.29,35.29
T Cross,45.45,45.45,45.45,45.45,45.45,45.45,45.45
M Kyriacou,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Yasir Mehmood,103.12,103.12,103.12,103.12,103.12,103.12,103.12
Kashif Daud,150.0,150.0,150.0,150.0,150.0,150.0,150.0
C Campher,148.37,150.35,120.0,148.37,148.37,148.37,148.37
SK Atai,117.39,117.39,117.39,117.39,117.39,117.39,117.39
NA Rock,120.0,120.0,120.0,120.0,120.0,120.0,120.0
Waseem Muhammad,160.49,160.49,160.49,160.49,160.49,160.49,160.49
Basil Hameed,160.43,160.43,160.43,160.43,160.43,160.43,160.43
Surya Anand,128.17,128.17,128.17,128.17,128.17,128.17,128.17
GK Berg,143.1,143.1,143.1,143.1,143.1,143.1,143.1
M Akayezu,127.8,127.8,127.8,127.8,127.8,127.8,127.8
Z Bimenyimana,117.06,117.06,117.06,117.06,117.06,117.06,117.06
C Rububagumya,101.58,101.58,101.58,101.58,101.58,101.58,101.58
K Irakoze,90.52,90.52,90.52,90.52,90.52,90.52,90.52
D Uwimana,109.09,109.09,109.09,109.09,109.09,109.09,109.09
P Vekaria,132.43,132.43,132.43,132.43,132.43,132.43,132.43
MA Baig,87.88,87.88,87.88,87.88,87.88,87.88,87.88
GM Ntambalika,107.14,107.14,107.14,107.14,107.14,107.14,107.14
M Mwamadi,45.45,45.45,45.45,45.45,45.45,45.45,45.45
CN Greaves,92.81,99.29,46.67,92.81,80.0,66.67,92.81
Amir Sharif,90.0,90.0,90.0,90.0,90.0,90.0,90.0
BBJL Perera,80.0,80.0,80.0,80.0,80.0,80.0,80.0
V Ganesan,101.35,101.35,101.35,101.35,101.35,101.35,101.35
M Magagula,91.89,91.89,91.89,91.89,91.89,91.89,91.89
S Kubheka,70.0,70.0,70.0,70.0,70.0,70.0,70.0
GP Meade,151.39,151.39,151.39,151.39,151.39,151.39,151.39
NL Smith,103.45,103.45,103.45,103.45,103.45,103.45,103.45
Musa Shaheen,69.23,69.23,69.23,69.23,69.23,69.23,69.23
Muslim Yar,124.04,124.04,124.04,124.04,124.04,124.04,124.04
Ghulam Ahmadi,100.0,100.0,100.0,100.0,100.0,100.0,100.0
SVE Bharathi,41.18,41.18,41.18,41.18,41.18,41.18,41.18
J Ghadiyali,46.67,46.67,46.67,46.67,46.67,46.67,46.67
J Hansrod,58.33,58.33,58.33,58.33,58.33,58.33,58.33
M Jele,78.57,78.57,78.57,78.57,78.57,78.57,78.57
Umair Qasim,104.17,104.17,104.17,104.17,104.17,104.17,104.17
Mazharul Islam,141.67,141.67,141.67,141.67,141.67,141.67,141.67
SK Awiah,52.94,52.94,52.94,52.94,52.94,52.94,52.94
Ali Nayyer,157.28,157.28,157.28,157.28,157.28,157.28,157.28
Asad Mahmood,45.45,45.45,45.45,45.45,45.45,45.45,45.45
Ashwin Vinod,127.78,127.78,127.78,127.78,127.78,127.78,127.78
NK Aneesh Kumar,85.37,85.37,85.37,85.37,85.37,85.37,85.37
D Kalvin,109.09,109.09,109.09,109.09,109.09,109.09,109.09
SR Mohan,66.67,66.67,66.67,66.67,66.67,66.67,66.67
SR Rocket,46.15,46.15,46.15,46.15,46.15,46.15,46.15
HL Harji,86.67,86.67,86.67,86.67,86.67,86.67,86.67
KJ Patel,27.59,27.59,27.59,27.59,27.59,27.59,27.59
AB Kamara,97.56,97.56,97.56,97.56,97.56,97.56,97.56
A Gbla,136.59,136.59,136.59,136.59,136.59,136.59,136.59
S Mba,54.55,54.55,54.55,54.55,54.55,54.55,54.55
Imran Ali Butt,93.94,93.94,93.94,93.94,93.94,93.94,93.94
S Veerapathiran,132.12,132.12,132.12,132.12,132.12,132.12,132.12
Mohamed Rishwan,83.33,83.33,83.33,83.33,83.33,83.33,83.33
JWN Moses,105.0,105.0,105.0,105.0,105.0,105.0,105.0
K Motlanka,82.61,82.61,82.61,82.61,82.61,82.61,82.61
V Mbazo,114.52,114.52,114.52,114.52,114.52,114.52,114.52
V Balakrishnan,126.09,126.09,126.09,126.09,126.09,126.09,126.09
T Tshose,132.14,132.14,132.14,132.14,132.14,132.14,132.14
E Ernest,54.55,54.55,54.55,54.55,54.55,54.55,54.55
S Williams,76.32,76.32,76.32,76.32,76.32,76.32,76.32
P Nissanka,160.33,162.5,220.0,160.33,130.0,160.33,50.0
FJ Mpegna,50.0,50.0,50.0,50.0,50.0,50.0,50.0
M Fru,78.57,78.57,78.57,78.57,78.57,78.57,78.57
CB Ondoa,34.15,34.15,34.15,34.15,34.15,34.15,34.15
R Trumpelmann,139.86,140.14,100.0,139.86,139.86,139.86,139.86
Garret Banner,123.91,123.91,123.91,123.91,123.91,123.91,123.91
TAW Patterson,36.84,36.84,36.84,36.84,36.84,36.84,36.84
GG Banner,115.38,115.38,115.38,115.38,115.38,115.38,115.38
R Escobar,90.0,90.0,90.0,90.0,90.0,90.0,90.0
T Rossi,116.67,116.67,116.67,116.67,116.67,116.67,116.67
H Fennell,93.75,93.75,93.75,93.75,93.75,93.75,93.75
A Husain,68.75,68.75,68.75,68.75,68.75,68.75,68.75
R Ravindra,136.36,139.39,120.0,136.36,100.0,136.36,136.36
VR Iyer,161.4,162.26,150.0,161.4,161.4,161.4,161.4
K Nassoro,143.11,143.11,143.11,143.11,143.11,143.11,143.11
S Thakor,148.23,148.23,148.23,148.23,148.23,148.23,148.23
SA Jumbe,130.24,130.24,130.24,130.24,130.24,130.24,130.24
AM Kimote,99.46,99.46,99.46,99.46,99.46,99.46,99.46
S Sesazi,147.37,147.37,147.37,147.37,147.37,147.37,147.37
SJ Modani,179.31,179.31,179.31,179.31,179.31,179.31,179.31
G Singh,110.0,110.0,110.0,110.0,110.0,110.0,110.0
MO Kain,170.0,170.0,170.0,170.0,170.0,170.0,170.0
PD Salt,227.06,228.05,227.06,227.06,227.06,200.0,227.06
KS Airee,100.0,100.0,100.0,100.0,100.0,100.0,100.0
JK Mukhiya,46.15,46.15,46.15,46.15,46.15,46.15,46.15
Azam Khan,242.86,242.86,242.86,242.86,242.86,242.86,242.86
MW Parkinson,41.67,20.0,57.14,41.67,41.67,41.67,41.67
B White,57.14,59.46,40.0,57.14,57.14,57.14,57.14
BA King,167.86,158.0,167.86,167.86,300.0,0.0,167.86
R Shepherd,145.53,146.28,107.5,145.53,230.0,183.33,145.53
HC Brook,192.53,195.27,192.53,192.53,100.0,100.0,192.53
JP Behrendorff,63.64,55.56,100.0,63.64,63.64,63.64,63.64
Mohammad Wasim,72.55,72.55,72.55,72.55,72.55,72.55,72.55
BJ Davidson,12.5,12.5,12.5,12.5,12.5,12.5,12.5
J Reb,36.36,36.36,36.36,36.36,36.36,36.36,36.36
LA Dunbar,235.29,235.29,235.29,235.29,235.29,235.29,235.29
N Zimonjic,73.68,73.68,73.68,73.68,73.68,73.68,73.68
S Jamil,88.46,88.46,88.46,88.46,88.46,88.46,88.46
B Niaz,154.9,155.32,154.9,150.0,154.9,154.9,154.9
Sheraz Sheikh,126.19,126.19,126.19,126.19,126.19,126.19,126.19
Sherul Mehta,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Sher Sahak,178.26,172.57,178.26,178.26,178.26,178.26,500.0
Wahidullah Sahak,141.51,141.51,141.51,141.51,141.51,141.51,141.51
Vinay Ravi,113.59,113.59,113.59,113.59,113.59,113.59,113.59
Noman Amjad,117.24,118.75,117.24,75.0,117.24,117.24,117.24
Virk Ali,83.33,83.33,83.33,83.33,83.33,83.33,83.33
Jubaid Ahamed,120.59,120.59,120.59,120.59,120.59,120.59,120.59
HA Jackson,87.5,87.5,87.5,87.5,87.5,87.5,87.5
Rahmatullah Mangal,86.36,87.3,86.36,66.67,86.36,86.36,86.36
Dawood Ahmadzai,109.62,109.62,109.62,109.62,109.62,109.62,109.62
VB Chikkannaiah,188.24,188.24,188.24,188.24,188.24,188.24,188.24
M Shumba,151.45,151.45,151.45,151.45,151.45,151.45,151.45
R Bakum,108.33,108.33,108.33,108.33,108.33,108.33,108.33
JK Vifah,119.05,119.05,119.05,119.05,119.05,119.05,119.05
Dipanjan Dey,185.71,185.71,185.71,185.71,185.71,185.71,185.71
R Gowthaman,104.35,104.35,104.35,104.35,104.35,104.35,104.35
Hassan Mehmood,56.25,56.25,56.25,56.25,56.25,56.25,56.25
Qudratullah Mir Afzail,115.0,115.0,115.0,115.0,115.0,115.0,115.0
JOP Scamans,114.52,114.52,114.52,114.52,114.52,114.52,114.52
MB Tambe,74.68,74.68,74.68,74.68,74.68,74.68,74.68
L Karlsson,87.88,87.88,87.88,87.88,87.88,87.88,87.88
Amjad Sher,150.57,150.57,150.57,150.57,150.57,150.57,150.57
A Pusthay,193.75,193.75,193.75,193.75,193.75,193.75,193.75
VS Padhaal,134.04,134.04,134.04,134.04,134.04,134.04,134.04
Imal Zuwak,106.67,106.67,106.67,106.67,106.67,106.67,106.67
KV Morea,116.67,121.74,0.0,116.67,116.67,116.67,116.67
JN Loftie-Eaton,163.79,178.85,25.0,50.0,163.79,163.79,163.79
Ayan Khan,156.56,152.14,156.56,156.56,325.0,0.0,156.56
RL Chase,153.15,162.38,66.67,100.0,153.15,60.0,0.0
P Useni,144.21,144.21,144.21,144.21,144.21,144.21,144.21
Bilal Hassun,100.0,100.0,100.0,100.0,100.0,100.0,100.0
K Waiswa,129.27,129.27,129.27,129.27,129.27,129.27,129.27
H Srinivasan,74.07,74.07,74.07,74.07,74.07,74.07,74.07
Nooruddin Mujadady,164.71,164.71,164.71,164.71,164.71,164.71,164.71
