player_name,death_sr_overall,sr_vs_ra_fast,sr_vs_la_fast,sr_vs_ra_off_spin,sr_vs_ra_leg_spin,sr_vs_la_spin,sr_vs_la_chinaman
Ahmed Daniyal,154.55,154.55,154.55,154.55,154.55,154.55,154.55
SH Venugopal,146.67,146.67,146.67,146.67,146.67,146.67,146.67
Kabir Berlia,195.0,195.0,195.0,195.0,195.0,195.0,195.0
Raghav Dhawan,147.62,147.62,147.62,147.62,147.62,147.62,147.62
Ethan D'Souza,109.52,109.52,109.52,109.52,109.52,109.52,109.52
AA Jimoh,64.29,64.29,64.29,64.29,64.29,64.29,64.29
C Tchale,36.36,36.36,36.36,36.36,36.36,36.36,36.36
Md Ariyan,161.11,161.11,161.11,161.11,161.11,161.11,161.11
Zeshan Arif,46.67,46.67,46.67,46.67,46.67,46.67,46.67
J Blades,38.46,22.22,38.46,38.46,75.0,38.46,38.46
Qateel Zabiullah,194.12,194.12,194.12,194.12,194.12,194.12,194.12
Idrees Ul Haque,118.18,118.18,118.18,118.18,118.18,118.18,118.18
Adam Senn,207.84,207.84,207.84,207.84,207.84,207.84,207.84
C Bevin,76.47,76.47,76.47,76.47,76.47,76.47,76.47
Saghar Manzoor,78.79,78.79,78.79,78.79,78.79,78.79,78.79
H Satheedevi,123.53,123.53,123.53,123.53,123.53,123.53,123.53
S Bevin,91.67,91.67,91.67,91.67,91.67,91.67,91.67
H Beresford-Peirse,70.0,70.0,70.0,70.0,70.0,70.0,70.0
A Razmilic,66.67,66.67,66.67,66.67,66.67,66.67,66.67
RD Rickelton,166.67,168.75,166.67,166.67,100.0,166.67,166.67
Ihsanullah Wafa,60.0,60.0,60.0,60.0,60.0,60.0,60.0
AA Senn,117.86,117.86,117.86,117.86,117.86,117.86,117.86
S Tharanga,100.0,100.0,100.0,100.0,100.0,100.0,100.0
KN Gabhane,97.14,97.14,97.14,97.14,97.14,97.14,97.14
Sojib Miah,166.67,166.67,166.67,166.67,166.67,166.67,166.67
N Tyagi,35.29,35.29,35.29,35.29,35.29,35.29,35.29
Ajhar Alam,45.45,45.45,45.45,45.45,45.45,45.45,45.45
Rohit Kumar,116.67,116.67,116.67,116.67,116.67,116.67,116.67
S Ramakrishnan,172.0,172.0,172.0,172.0,172.0,172.0,172.0
Avishka Iroshan,155.0,155.0,155.0,155.0,155.0,155.0,155.0
MADI Hemantha,126.67,126.67,126.67,126.67,126.67,126.67,126.67
K Mishara,220.0,220.0,220.0,220.0,220.0,220.0,220.0
H Jangariya,141.86,141.86,141.86,141.86,141.86,141.86,141.86
JJ Chicuele,73.68,77.78,73.68,73.68,0.0,73.68,73.68
MA Algi,85.71,85.71,85.71,85.71,85.71,85.71,85.71
DAM Louis,75.0,75.0,75.0,75.0,75.0,75.0,75.0
A Busing-Volschenk,162.5,162.5,162.5,162.5,162.5,162.5,162.5
H Kaushik,189.29,192.73,0.0,189.29,189.29,189.29,189.29
Harshit Rana,120.0,108.33,120.0,120.0,120.0,166.67,120.0
N Bidaisee,118.18,118.18,118.18,118.18,118.18,118.18,118.18
J Liyanage,110.42,110.42,110.42,110.42,110.42,110.42,110.42
SL Verma,275.0,275.0,275.0,275.0,275.0,275.0,275.0
JB Richards,50.0,50.0,50.0,50.0,50.0,50.0,50.0
N Hirani,172.73,172.73,172.73,172.73,172.73,172.73,172.73
Zubair Ali,150.0,150.0,150.0,150.0,150.0,150.0,150.0
SM Solia,150.0,150.0,150.0,150.0,150.0,150.0,150.0
JF Smith,107.69,107.69,107.69,107.69,107.69,107.69,107.69
Shah Faisal,64.29,64.29,64.29,64.29,64.29,64.29,64.29
Nadeem Khan,170.0,170.0,170.0,170.0,170.0,170.0,170.0
AR Bisht,121.43,121.43,121.43,121.43,121.43,121.43,121.43
Owais Ahmed,91.67,91.67,91.67,91.67,91.67,91.67,91.67
Zahid Ali,120.83,120.83,120.83,120.83,120.83,120.83,120.83
Esam Rahman,177.78,177.78,177.78,177.78,177.78,177.78,177.78
J Fernando,132.43,132.43,132.43,132.43,132.43,132.43,132.43
Irfan Safi,141.67,141.67,141.67,141.67,141.67,141.67,141.67
R Pisal,75.0,75.0,75.0,75.0,75.0,75.0,75.0
N Burger,53.85,63.64,0.0,53.85,53.85,53.85,53.85
K Krishnakumar,114.81,114.81,114.81,114.81,114.81,114.81,114.81
J Dowling,76.92,76.92,76.92,76.92,76.92,76.92,76.92
GF Cardos,33.33,33.33,33.33,33.33,33.33,33.33,33.33
Elias Tilman,5.26,5.26,5.26,5.26,5.26,5.26,5.26
Raihan Hossain,36.84,36.84,36.84,36.84,36.84,36.84,36.84
EDS Pimheiro,20.0,20.0,20.0,20.0,20.0,20.0,20.0
Suhail Sattar,93.75,93.75,93.75,93.75,93.75,93.75,93.75
SK Springer,165.22,175.0,165.22,165.22,165.22,142.86,165.22
D Mendonca,18.75,18.75,18.75,18.75,18.75,18.75,18.75
Nazmul Huda,69.23,69.23,69.23,69.23,69.23,69.23,69.23
Arif Hosen,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Yahya Suhail,135.29,135.29,135.29,135.29,135.29,135.29,135.29
YK Rai,153.85,153.85,153.85,153.85,153.85,153.85,153.85
Muhammad Arfan,134.21,134.21,134.21,134.21,134.21,134.21,134.21
S Jegannathan,150.0,150.0,150.0,150.0,150.0,150.0,150.0
Naveena Shetty,227.27,227.27,227.27,227.27,227.27,227.27,227.27
Amir Khan,109.09,109.09,109.09,109.09,109.09,109.09,109.09
LG Moras,36.36,36.36,36.36,36.36,36.36,36.36,36.36
FC Muniz,32.0,32.0,32.0,32.0,32.0,32.0,32.0
O Isiyaku,33.33,33.33,33.33,33.33,33.33,33.33,33.33
JV Chand,141.89,141.89,141.89,141.89,141.89,141.89,141.89
Javid Patel,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Soyeb Pendi,106.9,106.9,106.9,106.9,106.9,106.9,106.9
Shahnawaz Patel,126.19,126.19,126.19,126.19,126.19,126.19,126.19
Ayaz Dadabhai,129.73,129.73,129.73,129.73,129.73,129.73,129.73
K Boniface,44.44,44.44,44.44,44.44,44.44,44.44,44.44
Jakir Patel,200.0,200.0,200.0,200.0,200.0,200.0,200.0
Brima Ansumana,109.09,109.09,109.09,109.09,109.09,109.09,109.09
J Lassayo,78.57,78.57,78.57,78.57,78.57,78.57,78.57
Mohamed Turay,75.0,75.0,75.0,75.0,75.0,75.0,75.0
JF Bangura,36.36,36.36,36.36,36.36,36.36,36.36,36.36
M Yambayamba,53.85,53.85,53.85,53.85,53.85,53.85,53.85
Salman Patel,144.44,144.44,144.44,144.44,144.44,144.44,144.44
Tashi Dorji,150.0,150.0,150.0,150.0,150.0,150.0,150.0
Ibrahim Kpaka,94.44,94.44,94.44,94.44,94.44,94.44,94.44
A Awasthi,25.0,25.0,25.0,25.0,25.0,25.0,25.0
A Curavic,18.18,18.18,18.18,18.18,18.18,18.18,18.18
D Svilicic,33.33,33.33,33.33,33.33,33.33,33.33,33.33
Sajid Khan,29.03,29.03,29.03,29.03,29.03,29.03,29.03
Nirmaljit Singh,52.0,52.0,52.0,52.0,52.0,52.0,52.0
BF Calitz,151.85,151.85,151.85,151.85,151.85,151.85,151.85
P Rathnayake,146.15,150.0,146.15,146.15,100.0,146.15,146.15
